Gender,Price (INR),NumImages,ProductID,Description,PrimaryColor
Men,5299,5,10217119,"Lime green solid Nehru jacket, has a mandarin collar, a full button placket, sleeveless, three pockets", Green
Boys,699,4,10213077,"Green and Blue striped T-shirt, has a round neck, one pocket and long sleeves",Blue
Women,1999,4,10030591,"Blue printed kurta with palazzos Blue straight calf length kurta, has a mandarin collar, three-quarter sleeves, straight hem, side slitsBlue  Printed palazzos, has elasticated waistband, slip-on closure",Blue
Women,859,5,10121945,"Black night suit consists of shirt and pyjamasBlack solid shirt, has a shirt collar, full button placket and long sleevesA pair of black solid pyjamas, has slip-on closure", Black
Men,1124,6,10152991,"Navy Blue corduroy solid smart casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",Blue
Unisex,3519,3,10189687,Set content: 6 Rebecca Wine GlassesColour: TransparentPattern: SolidCapacity: 820 ml,
Women,699,6,10258133,"Design Details:  Sea Green and Pink   printed saree and has a woven design border Blouse PieceThe model is wearing a blouse from our stylist's collection, see the image for a mock-up of what the actual blouse would look like", Green
Men,1299,5,10136749,"Blue and white printed sweatshirt, has a round neck, long sleeves, straight hem",Blue
Women,1999,7,10234521,"White and navy blue layered printed kurta with churidarWhite and navy blue straight knee length kurta, has a round neck, sleeveless, straight hemWhite and navy blue embroidered a- line layer, has three quarter sleevesNavy blue solid churidar, has an elasticated waistband with drawstring closure",Blue
Men,369,5,10256701,Set of 2 Code Bronze Perfumes, Bronze
Women,999,4,10224651,"Silver-Plated and Red Dome Shaped Earrings, and has artificial stonesSecured with a post and back", Red
Men,499,5,10252579,"Black and white printed T-shirt, has a round neck, and short sleeves", Black
Men,2159,5,10268463,"Grey printed T-shirt, has a round neck, and short sleeves", Grey
Boys,1469,4,10002831,"Gold-Toned self design kurta with churidarGold-Toned straight knee length kurta, has a mandarin collar, long sleeves, straight hemGold-Toned solid churidar, slip-on closureGold-toned Nehru jacket, has a mandarin collar, button closure, sleeveless, three pockets", Gold
Men,1756,5,10052457,"Display: DigitalMovement: AutomaticPower source: BatteryDial style: Solid round stainless steel dialFeatures: Reset Time, Stopwatch, Multi FunctionStrap style: Grey silicon strap with a tang closureWater resistance: 100 mWarranty: 2 yearsWarranty provided by brand/manufacturerComes in a signature Fastrack case", Grey
Women,423,3,10139033,Gold-Toned layered necklaceMaterial and stone type: Alloy with Artificial Stones and BeadsClosure: Lobster ClosureWarranty: 1 monthWarranty provided by brand/manufacturer, Gold
Boys,1099,4,10185869,"Red and navy blue colourblocked jacket, has a hooded, 2 pockets, zip closure, long sleeves, straight hem, and polyester lining",Blue
Boys,1299,3,10213121,"Peach-coloured and purple printed T-shirt, has a polo collar, and short sleeves", Red
Women,551,5,10248939,"Yellow solid sling bag, has a zip closure1 main compartment, 1 inner pocketTablet sleeve: No", Yellow
Men,274,5,10206637,"Grey solid T-shirt, has a Henley neck, and short sleeves", Grey
Boys,699,3,10213183,"Coral pink printed T-shirt, has a round neck, and long sleeves", Pink
Women,6156,7,10069675,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Printed round stainless steel dialFeatures: Reset Time, Date ApertureStrap style: Brown regular, leather strap with a foldover and butterfly closureWater resistance: 50 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature CASIO case", Gold
Women,799,6,10173309,"Design Detail:Mustard yellow, green and blue printed sareeBlouse PieceThe model is wearing a stitched version of the blouse. The saree comes with an unstitched blouse piece.", Green
Women,1437,5,10027227,"Yellow and grey printed kurta with palazzosYellow and grey straight calf length kurta, has a mandarin collar, three-quarter sleeves, straight hem, side slitsWhite solid palazzos, has partially elasticated waistband, button closure", Yellow
Men,5499,5,10244175,"A pair of round-toe black sneakers, has regular styling, lace-up detailSynthetic upperCushioned footbedTextured and patterned outsoleWarranty: 1 monthWarranty provided by brand/manufacturer", Black
Women,464,5,10251115,Silver-Toned link braceletMaterial and stone type: Brass with cubic zirconia stonesPlating: Rhodium-PlatedClosure: Lobster, Silver
Women,679,5,10172905,"Beige and Burgundy block print straight kurta, has a mandarin collar, three-quarter sleeves, straight hem,  side slits, button closures", Beige
Men,1525,3,10258859,Coffee Brown solid leather beltReversible: NoStretchable: NoSecured with a tang closure, Brown
Men,5395,4,10069707,"Display: DigitalMovement: QuartzPower source: BatteryDial style: Solid round polycarbonate dialFeatures: Multi Function, Stopwatch, LED BacklightStrap style: Black regular, rubber strap with a tang closureWater resistance: 200 mWarranty: 2 yearsWarranty provided by brand/manufacturer", Black
Women,599,5,10189455,"Navy Blue checked straight kurta, has a V-neck, three-quarter sleeves, straight hem, and side slits",Blue
Women,539,5,10032877,"Black solid sweatshirt, has a hood, two pockets, long sleeves, zip closure, straight hem", Black
Women,1399,8,10178041,"Red solid jacket, has a detachable hood, 2 pockets, zip closure, long sleeves, straight hem, and polyester lining", Red
Women,382,4,10274891,Silver-Toned  Earrings and silver-plated Secured with a post and back, Silver
Women,399,5,10186037,"A pair of Golden solid knitted straight fit cropped palazzos with shimmery effect, has an elasticated waistband with slip-on closure", Gold
Women,949,5,10234285,"A pair of grey open toe sandals, has mid-top styling, backstrap detailSynthetic Patent upperCushioned footbedTextured and patterned outsole, has a slim heelWarranty: 1 monthWarranty provided by brand/manufacturer", Grey
Men,1394,5,10157223,"Navy Blue printed pullover sweater, has a V-neck, long sleeves, and ribbed hem",Blue
Men,2239,6,10155907,"Blue solid Smartcasual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",Blue
Girls,419,3,10201927,"Blue printed T-shirt, has a round neck, and short sleeves",Blue
Unisex,545,4,10214815,Set content: 2 Window curtainsColour: White and MaroonPattern: Floral WindowLight blocking: RegularFitting: EyeletLining: No, White
Unisex,12375,7,10017441,"Silver textured medium trolley bag, secured with a TSA lockOne handle on the top and one on the side, has a trolley with a retractable handle on the top and four corner mounted inline skate wheelsOne main zip compartment, an inner mesh zip compartment, two compression straps with click clasps and one zip compartment on the flap with a zip pocketWarranty: 5 yearsWarranty provided by Brand Owner / Manufacturer", Silver
Men,699,5,10071371,"Black and grey printed T-shirt, has a scoop neck, and sleeveless", Black
Women,468,5,10054577,"Black solid knitted fitted crop top with cut-out detail, has a boat neck, long sleeves, and adjustable waist tie-up on the front", Black
Women,1214,7,10009611,"Black dark wash 5-pocket high-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops", Black
Women,524,3,10180987,Gold-Toned Contemporary Earrings and has artificial beads Secured with a post and back, Gold
Men,5999,7,10266883,"A pair of round-toe olive green sneakers, has regular styling, lace-up detailSynthetic upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer", Green
Men,1679,7,10032457,"Navy Blue and Burgundy colourblocked padded jacket, has a hooded, 3 pockets, zip closure, long sleeves, straight hem, and polyester lining",Blue
Men,3674,5,10026845,"Beige solid party suitBeige solid regular-fit blazer, has a peaked lapel, single-breasted with double-button closure, long sleeves, two flap pockets, one welt pocket, and a double-vented back hemA pair of beige solid mid-rise trousers, has a waistband with belt loops, a zip fly with a button closure, two pockets.", Beige
Men,749,5,10059853,"Yellow printed formal shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket", Yellow
Women,630,4,10145463,"Black silver-plated contemporary drop earrings, has artificial stonesSecured with a post and back closure", Black
Women,999,5,10206159,"Pink self-design knitted regular  top, has a round neck, and long sleeves", Pink
Girls,599,5,10021491,"Yellow solid woven shirt dress, has a mandarin collar, short sleeves, button closure,, flared hem, embroidered detailing", Yellow
Women,849,5,10129025,"Pink and White printed straight kurta, has a round neck, three-quarter sleeves, straight hem, and side slits", White
Women,1599,5,10184327,"Navy Blue printed woven A-line dress, has a round neck, sleeveless, button closure, and flared hem",Blue
Men,3919,5,10234805,"Grey and blue checked formal blazer, has a notched lapel, single breasted with double button closures, long sleeves, two pockets",Blue
Unisex,1310,5,10101259,Set content: Single Long Door curtainColour: BrownPattern: Solid Long DoorLight blocking: Room DarkeningFitting: EyeletLining: Yes, Brown
Unisex,699,3,10115207,Pattern: PrintedFinish: MatteMaterial: Ceramic, Black
Women,449,5,10260139,"Blue printed T-shirt, has a V-neck, and short sleeves",Blue
Boys,629,4,10136117,"Black printed mid-rise trousers, button closure, and 5 pockets", Black
Men,2199,5,10249173,"White and Teal Blue printed casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",Blue
Women,499,5,10044439,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Embellished round stainless steel dialFeatures: Multi FunctionStrap style: Silver-Toned bracelet style, stainless steel strap with a button closureWater resistance: Water ResistantWarranty: 1 yearWarranty provided by brand/manufacturer", White
Women,4999,7,10207637,"This clothing set consists of top, palazzos and an ethnic jacketPeach-coloured and golden printed top, has a round neck, three-quarter sleeves, zip closurePeach-coloured and golden printed palazzos, has a slip-on closurePeach-coloured and golden solid net ethnic jacket with sequinned detail, has three-quarter sleeves, front open", Red
Men,1499,5,10205369,"Smooth, airy, perfectly textured, slub twill weaveGAP Men's Slub Plaid Flannel Shirt in Standard FitLong sleeves, button cuffsSpread collar, button frontButton flap-patch pocket at chestCurved hemAssorted allover yarn-dyed plaid patterns",
Boys,2309,6,10213273,"Brown solid jacket, has a stand collar, 2 pockets, zip closure, long sleeves, straight hem, and cotton lining", Brown
Men,539,5,10012853,A pair of gold-toned square solid cufflinks, Gold
Women,944,5,10075747,"Pink and Off-white striped woven maxi dress, has a shirt collar, three-quarter sleeves, button closure, and flared hemComes with a belt", White
Men,1799,5,10184163,"Blue dark wash 5-pocket mid-rise jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops",Blue
Men,279,5,10019559,"What it isEdge Eau de ParfumFeaturesRich woody and aromatic notes mixed with notes of artemisia, patchouli, and labdanumA Perfect casual wear perfumeWith freshness which lasts for a long time",
